0.0196078431 0.0196078431
0.0196078431 0.0392156863
0.0196078431 0.0588235294
0.0196078431 0.0784313725
0.0196078431 0.0980392157
0.0196078431 0.1176470588
0.0196078431 0.1372549020
0.0196078431 0.1568627451
0.0196078431 0.1764705882
0.0196078431 0.1960784314
0.0196078431 0.2156862745
0.0196078431 0.2352941176
0.0196078431 0.2549019608
0.0196078431 0.2745098039
0.0196078431 0.2941176471
0.0196078431 0.3137254902
0.0196078431 0.3333333333
0.0196078431 0.3529411765
0.0196078431 0.3725490196
0.0196078431 0.3921568627
0.0196078431 0.4117647059
0.0196078431 0.4313725490
0.0196078431 0.4509803922
0.0196078431 0.4705882353
0.0196078431 0.4901960784
0.0196078431 0.5098039216
0.0196078431 0.5294117647
0.0196078431 0.5490196078
0.0196078431 0.5686274510
0.0196078431 0.5882352941
0.0196078431 0.6078431373
0.0196078431 0.6274509804
0.0196078431 0.6470588235
0.0196078431 0.6666666667
0.0196078431 0.6862745098
0.0196078431 0.7058823529
0.0196078431 0.7254901961
0.0196078431 0.7450980392
0.0196078431 0.7647058824
0.0196078431 0.7843137255
0.0196078431 0.8039215686
0.0196078431 0.8235294118
0.0196078431 0.8431372549
0.0196078431 0.8627450980
0.0196078431 0.8823529412
0.0196078431 0.9019607843
0.0196078431 0.9215686275
0.0196078431 0.9411764706
0.0196078431 0.9607843137
0.0196078431 0.9803921569
0.0392156863 0.0196078431
0.0392156863 0.0392156863
0.0392156863 0.0588235294
0.0392156863 0.0784313725
0.0392156863 0.0980392157
0.0392156863 0.1176470588
0.0392156863 0.1372549020
0.0392156863 0.1568627451
0.0392156863 0.1764705882
0.0392156863 0.1960784314
0.0392156863 0.2156862745
0.0392156863 0.2352941176
0.0392156863 0.2549019608
0.0392156863 0.2745098039
0.0392156863 0.2941176471
0.0392156863 0.3137254902
0.0392156863 0.3333333333
0.0392156863 0.3529411765
0.0392156863 0.3725490196
0.0392156863 0.3921568627
0.0392156863 0.4117647059
0.0392156863 0.4313725490
0.0392156863 0.4509803922
0.0392156863 0.4705882353
0.0392156863 0.4901960784
0.0392156863 0.5098039216
0.0392156863 0.5294117647
0.0392156863 0.5490196078
0.0392156863 0.5686274510
0.0392156863 0.5882352941
0.0392156863 0.6078431373
0.0392156863 0.6274509804
0.0392156863 0.6470588235
0.0392156863 0.6666666667
0.0392156863 0.6862745098
0.0392156863 0.7058823529
0.0392156863 0.7254901961
0.0392156863 0.7450980392
0.0392156863 0.7647058824
0.0392156863 0.7843137255
0.0392156863 0.8039215686
0.0392156863 0.8235294118
0.0392156863 0.8431372549
0.0392156863 0.8627450980
0.0392156863 0.8823529412
0.0392156863 0.9019607843
0.0392156863 0.9215686275
0.0392156863 0.9411764706
0.0392156863 0.9607843137
0.0392156863 0.9803921569
0.0588235294 0.0196078431
0.0588235294 0.0392156863
0.0588235294 0.0588235294
0.0588235294 0.0784313725
0.0588235294 0.0980392157
0.0588235294 0.1176470588
0.0588235294 0.1372549020
0.0588235294 0.1568627451
0.0588235294 0.1764705882
0.0588235294 0.1960784314
0.0588235294 0.2156862745
0.0588235294 0.2352941176
0.0588235294 0.2549019608
0.0588235294 0.2745098039
0.0588235294 0.2941176471
0.0588235294 0.3137254902
0.0588235294 0.3333333333
0.0588235294 0.3529411765
0.0588235294 0.3725490196
0.0588235294 0.3921568627
0.0588235294 0.4117647059
0.0588235294 0.4313725490
0.0588235294 0.4509803922
0.0588235294 0.4705882353
0.0588235294 0.4901960784
0.0588235294 0.5098039216
0.0588235294 0.5294117647
0.0588235294 0.5490196078
0.0588235294 0.5686274510
0.0588235294 0.5882352941
0.0588235294 0.6078431373
